temperature,wind_speed,pressure,humidity,Soil_Name,N,P,K,Crop
20.37135654,1.986680803,1014.941073,21.85927731,silty,3.15,0,0,Groundnut
20.83975597,2.054694714,1015.506092,20.51680913,silty,3.45,3.45,0,Jowar
20.8217526,1.986704555,1014.280352,21.68311953,loamy,0,0,0,Maize
21.7666616,1.984244862,1013.670325,21.81169799,chalky,902.566,0,0,Moong(Green Gram)
20.3764191,2.106336777,1013.661776,21.05606555,sandy,6.516,16.652,0,Rice
20.04477071,1.985447877,1014.744606,20.3726213,loamy,59.22,0,0,Sesamum
21.8010057,2.010698799,1014.586901,22.00652124,loamy,7.68,7.68,0,Soyabean
21.71198409,2.00607822,1013.294955,20.52539387,clay,3.255,3.255,3.255,Sunflower
20.66209181,2.086282113,1015.794344,21.7474376,sandy,38.25,38.25,38.25,Urad
20.65895032,1.982226319,1015.379196,21.62589757,silt,0,28.048,0,Gram
20.30012494,2.054595348,1013.027065,21.94673063,chalky,10.5,27.3,27.3,Jowar
20.56547168,2.079147918,1014.11045,20.25441206,silty,39.72,105.92,52.96,Linseed
21.48784685,2.004740676,1015.848703,21.20511755,loamy,8.008,8.008,0,Maize
20.58614196,2.060106232,1013.483114,20.51138734,sandy,5.824,14.56,5.824,Rapeseed &Mustard
20.83492197,2.010329733,1015.679356,21.56581599,peaty,0,0,0,Safflower
20.80064846,1.980487084,1013.376513,20.68905822,chalky,3.008,3.76,0,Sunflower
20.06454459,1.988828832,1015.352192,20.12791384,silty,2.775,0,0,Wheat
22.04397414,2.006189579,1014.556379,21.37617452,clay,2.921,2.921,0,Groundnut
21.78932082,2.059891447,1015.174061,22.00628636,peaty,0,0,0,Maize
20.42241093,2.027324224,1014.978629,20.85647753,chalky,928.372,0,0,Sugarcane
20.70516034,2.086304445,1014.591872,20.73957053,clay,6.93,17.71,0,Arhar/Tur
20.18646027,2.003305104,1015.976733,20.15868319,silty,52.08,0,0,Bajra
20.41776586,2.059886988,1013.231099,21.83547355,sandy,8.6,8.6,0,Castor seed
21.02659006,1.999137375,1013.455286,21.83013512,peaty,2.16,2.16,2.16,Cotton(lint)
20.41619392,2.040258751,1015.732055,21.53398077,clay,38.25,38.25,38.25,Groundnut
21.75240921,2.09596502,1014.506395,21.90146318,sandy,0,20.08,0,Jowar
20.76763678,2.095775789,1015.691153,20.8187278,sandy,3.13,8.138,8.138,Maize
21.40408512,1.983730711,1013.291702,21.43146087,silty,38.688,103.168,51.584,Moong(Green Gram)
21.93784936,2.084849748,1015.301886,20.16830502,silt,7.588,7.588,0,Niger seed
21.61634181,2.009815633,1015.607761,21.9129843,silty,1.596,3.99,1.596,Rice
20.2405252,2.088447209,1015.131132,21.10727726,peaty,0,0,0,Sesamum
21.24281332,2.077689081,1013.85714,21.46307331,chalky,2.8,3.5,0,Soyabean
21.33586313,2.084759762,1015.101235,21.32740835,sandy,2.525,0,0,Sugarcane
21.32955824,2.101769676,1014.682607,21.7407141,silt,3.91,3.91,0,Sunflower
20.16221122,1.988296907,1015.801637,20.2211344,silty,0,0,0,Urad
20.05173381,2.063221688,1014.701618,22.02810825,peaty,920.828,0,0,Gram
20.18562557,2.102980135,1015.637484,21.37299081,chalky,7.992,20.424,0,Jowar
21.78485032,1.987800166,1014.439833,20.55014586,silt,40.908,0,0,Linseed
21.34507173,2.032156954,1013.031083,21.41664917,loamy,7.66,7.66,0,Maize
21.52226022,2.044696439,1015.208277,22.06357557,silt,0.975,0.975,0.975,Rapeseed &Mustard
20.87915274,2.027186771,1013.259081,20.30141111,chalky,38.25,38.25,38.25,Safflower
21.86292826,2.083248446,1013.861112,20.46507648,loamy,0,15.712,0,Sunflower
21.21161135,2.038637041,1015.684777,22.06129985,silty,3.61,9.386,9.386,Wheat
20.69082739,1.995290187,1014.416008,21.65506766,sandy,37.704,100.544,50.272,Sugarcane
21.01498384,2.008368586,1015.999041,21.06547139,silty,4.62,4.62,0,Arhar/Tur
21.82278501,2.009709867,1015.039271,21.8486388,sandy,2.422,6.055,2.422,Bajra
21.43018798,2.060275148,1014.385452,20.02557561,silty,0,0,0,Castor seed
20.71502133,2.034202981,1015.922308,20.24587318,loamy,2.288,2.86,0,Cotton(lint)
20.37214649,2.109008678,1014.656752,21.23018071,sandy,2.1,0,0,Groundnut
21.8039842,1.998323492,1014.110384,21.68826016,chalky,1.771,1.771,0,Jowar
21.63051628,2.023713954,1015.865306,21.9257016,silty,0,0,0,Maize
20.66691183,2.101820542,1014.533971,20.95497784,loamy,890.974,0,0,Moong(Green Gram)
21.48843551,2.108248937,1014.349702,20.4296466,loamy,6.858,17.526,0,Niger seed
22.01082775,2.036274422,1013.363977,20.51317316,peaty,27.195,0,0,Rice
21.22669977,2.096203953,1013.292188,20.84195721,loamy,7.46,7.46,0,Sesamum
21.21196052,2.033661119,1014.387578,21.43425297,sandy,0.045,0.045,0.045,Soyabean
21.82522255,2.013370557,1014.441016,21.89176219,chalky,38.25,38.25,38.25,Sugarcane
20.20874475,2.054656971,1014.158921,20.8102618,loamy,0,10.368,0,Sunflower
21.60614581,2.03046223,1015.561074,20.11541123,chalky,5.3,13.78,13.78,Urad
20.25282477,1.998986657,1014.672193,21.59585462,peaty,36.84,98.24,49.12,Gram
21.25470965,1.970515737,1013.032176,21.58888296,loamy,3.276,3.276,0,Jowar
20.71959695,2.095342078,1014.799577,20.1205915,peaty,1.288,3.22,1.288,Linseed
21.77458245,2.099259809,1015.06377,21.33581212,silt,0,0,0,Maize
20.65757503,1.973713165,1013.559431,20.08174805,silty,0,0,0,Rapeseed &Mustard
21.8665312,1.979080279,1015.702743,20.84657767,sandy,1.325,0,0,Safflower
21.34243873,2.064297614,1013.041267,21.72713384,loamy,5.98,5.98,0,Sunflower
20.74777926,2.063056328,1014.861493,20.51224029,peaty,0,0,0,Wheat
20.61649912,2.032715767,1013.985041,21.11243665,silt,740.002,0,0,Arhar/Tur
21.26303973,2.010568794,1013.762116,20.98249574,clay,32.508,83.076,0,Bajra
21.42745725,2.039135368,1014.377453,21.49989403,chalky,7.371,0,0,Castor seed
21.79840258,2.052413817,1014.625508,20.93338703,peaty,16.82,16.82,0,Cotton(lint)
21.37269146,1.979603354,1014.61173,20.69973968,sandy,5.7,5.7,5.7,Groundnut
20.11103556,2.015348016,1013.594941,20.89158249,chalky,0,0,0,Jowar
20.25523452,2.008187677,1015.691422,20.97713538,loamy,0,36,0,Maize
20.94720914,2.006253354,1013.541958,20.17782382,sandy,6.68,17.368,17.368,Moong(Green Gram)
21.98059166,2.037168853,1013.759839,20.2224393,peaty,7.656,20.416,10.208,Niger seed
21.37736653,2.040828969,1014.108481,21.42655238,silt,1.148,1.148,0,Rice
20.44847216,2.03128396,1015.849142,20.68383304,silty,0,0,0,Sesamum
20.16153491,2.028035439,1015.554749,21.22772393,sandy,0,0,0,Soyabean
21.95700783,2.093338295,1013.156496,21.81009487,peaty,0.224,0.28,0,Sugarcane
20.10541198,2.024857725,1013.682845,20.10470422,sandy,0.5,0,0,Sunflower
21.61770632,2.014746146,1014.429199,21.55125731,silty,0,0,0,Urad
21.02297026,2.057269198,1014.718509,21.02278838,clay,598.552,0,0,Gram
21.11564004,2.065552122,1013.126837,21.27145304,peaty,7.182,18.354,0,Jowar
20.52940176,2.004416214,1014.171276,21.58955425,loamy,35.742,0,0,Linseed
21.01885582,2.069205116,1013.891326,21.92015427,sandy,8.74,8.74,0,Maize
21.08695402,2.038318537,1013.089848,20.03232606,silt,0.615,0.615,0.615,Rapeseed &Mustard
20.44536483,2.03143166,1014.708307,20.66608363,silty,38.25,38.25,38.25,Safflower
20.73907201,1.993630624,1013.431965,20.33857428,silt,0,3.104,0,Sunflower
21.8735722,2.090809626,1013.174078,21.29621059,clay,4.53,11.778,11.778,Wheat
21.30757483,2.012501242,1014.253311,21.86629187,chalky,39.204,104.544,52.272,Arhar/Tur
20.66689758,2.079836356,1014.189789,20.77044194,chalky,4.284,4.284,0,Bajra
20.72825874,1.99731207,1015.828794,21.15519128,loamy,0,0,0,Castor seed
21.08751024,2.014992923,1015.226977,21.96221031,sandy,1.501,1.501,1.501,Cotton(lint)
21.49005497,2.031491151,1015.895127,21.20462457,clay,1.728,2.16,0,Groundnut
20.6328133,2.091791154,1014.909148,21.19387469,silty,2.65,0,0,Jowar
20.25970612,1.970668287,1015.093361,20.05140313,peaty,3.496,3.496,0,Maize
20.87764885,2.01324672,1015.780237,20.52503439,silty,0,0,0,Moong(Green Gram)
21.78133948,2.080847601,1014.248546,21.46629884,sandy,834.164,0,0,Niger seed
20.74062293,2.054616508,1015.172074,21.06471316,silty,4.068,10.396,0,Other Kharif pulses
20.55168334,1.993902896,1015.000042,21.18598254,peaty,49.329,0,0,Rice
21.68234502,1.993045626,1014.5656,21.58767218,clay,6.38,6.38,0,Sesamum
21.65004828,2.057117058,1015.922227,21.57550531,silty,0.825,0.825,0.825,Soyabean
20.04255976,2.066923051,1015.076697,21.1656084,sandy,38.25,38.25,38.25,Sunflower
21.13161684,2.089960718,1014.724392,21.74101985,chalky,0,5.184,0,Urad
21.79237652,1.983816954,1013.385773,21.80593396,silt,2.08,5.408,5.408,Gram
20.86690869,1.999202666,1014.380555,21.97419803,silt,22.572,60.192,30.096,Jowar
20.69967908,2.050578711,1015.19973,21.65237511,clay,8.876,8.876,0,Linseed
21.44716851,2.030512619,1015.548686,22.02457097,silty,0,0,0,Maize
21.41315658,2.070239217,1013.739806,21.87616138,silty,0,0,0,Other  Rabi pulses
21.01464622,2.07313321,1015.887375,20.72356392,silt,1.6,2,0,Rapeseed &Mustard
21.68569618,2.101638996,1014.75962,21.56973238,peaty,1.775,0,0,Safflower
21.06008841,2.02228876,1013.655553,20.90627799,silty,2.484,2.484,0,Sunflower
22.07737671,1.971924718,1013.696435,20.42147437,chalky,0,0,0,Wheat
20.31198286,2.073681958,1013.515497,21.1444487,silt,843.64,0,0,Groundnut
20.63875051,2.004501796,1013.118128,20.28416275,peaty,6.39,16.33,0,Maize
21.82948682,2.020488863,1014.905382,21.02661608,clay,50.673,0,0,Sunflower
21.03293157,2.101128649,1014.94816,20.081689,silty,8.54,8.54,0,Sugarcane
21.14514178,1.985479755,1013.193954,20.51134253,loamy,2.535,2.535,2.535,Arhar/Tur
20.42884203,2.100275789,1013.148972,21.96129257,silt,38.25,38.25,38.25,Bajra
20.86632909,2.017810766,1015.348219,21.370781,chalky,0,25.136,0,Castor seed
21.65300349,2.036306919,1014.742514,20.58068156,silty,7.36,19.136,19.136,Cotton(lint)
21.0238032,2.01185356,1015.308093,21.5895798,peaty,16.008,42.688,21.344,Groundnut
21.32461949,1.975516685,1013.68342,20.94588346,sandy,6.44,6.44,0,Jowar
21.85532985,2.092250992,1014.867124,20.87829941,peaty,3.304,8.26,3.304,Maize
21.64978162,2.052241064,1013.124601,20.70137015,peaty,0.152,0.152,0.152,Moong(Green Gram)
21.49369644,1.990939894,1015.198529,20.90082012,peaty,4,5,0,Niger seed
21.88836878,1.975283943,1015.525108,20.99501255,silty,1.5,0,0,Other Kharif pulses
20.59274467,2.074975195,1013.290984,21.00332509,loamy,10.58,10.58,0,Rice
20.783737,2.044579245,1014.683706,20.1525709,chalky,0,0,0,Sesamum
21.34488726,2.03927917,1014.836575,21.93280866,silt,906.844,0,0,Soyabean
21.25960768,1.971354956,1014.236715,21.17770362,silty,6.21,15.87,0,Sunflower
20.2709887,1.999249864,1015.792328,21.77307878,silty,71.064,0,0,Urad
21.90151184,1.979228335,1015.000156,21.37987383,silt,8.46,8.46,0,Gram
20.43308544,2.031244288,1015.261791,21.19340794,sandy,1.95,1.95,1.95,Jowar
21.35960243,2.088519072,1015.206742,21.77253138,sandy,38.25,38.25,38.25,Linseed
20.42256725,2.041198025,1013.491268,20.38926652,silt,0,14.128,0,Maize
21.7850495,2.035466803,1013.445105,21.00921779,clay,10.09,26.234,26.234,Other  Rabi pulses
20.92026199,2.06144103,1014.986467,20.61854106,sandy,38.892,103.712,51.856,Rapeseed &Mustard
22.00951059,2.097205324,1013.450146,21.07718583,silty,5.096,5.096,0,Safflower
21.97888643,2.03010082,1014.421992,20.7319344,peaty,0,0,0,Sunflower
20.40150324,2.108856659,1014.865806,21.78826561,chalky,0,0,0,Wheat
20.80265406,2.038568215,1015.01245,20.37729079,clay,3.84,4.8,0,Groundnut
20.24600617,2.065325094,1015.894408,20.27306701,chalky,2.775,0,0,Maize
21.95390461,2.020245948,1013.037651,21.94313589,silt,4.531,4.531,0,Sugarcane
20.05710013,2.096816046,1015.958265,20.51643289,sandy,0,0,0,Arhar/Tur
20.70536384,2.066210096,1013.739933,20.07225391,sandy,916.136,0,0,Bajra
20.52500731,2.014325512,1013.898733,20.57302423,silty,9.63,24.61,0,Cotton(lint)
21.06896212,1.973253583,1015.270173,20.2137938,loamy,56.07,0,0,Groundnut
21.17247612,1.975093052,1013.995032,21.19527382,silt,9,9,0,Jowar
20.94162071,2.043939693,1015.271013,21.86791622,sandy,0,0,0,Maize
21.75038242,2.025862903,1013.380849,20.30536609,chalky,38.25,38.25,38.25,Moong(Green Gram)
21.4257905,2.06837186,1015.688016,21.89400065,sandy,0,23.184,0,Niger seed
21.94684931,2.006565516,1015.313591,21.83312224,loamy,5.64,14.664,14.664,Other Kharif pulses
21.48944571,2.093612774,1013.781398,20.24853828,chalky,41.7,111.2,55.6,Rice
21.69485103,2.044734461,1013.985302,20.03057014,chalky,7.476,7.476,0,Sesamum
21.82440731,2.007234742,1014.488536,20.86588945,chalky,2.1,5.25,2.1,Soyabean
20.55328607,2.101795631,1014.459272,21.30896521,silty,0,0,0,Sunflower
21.37903757,2.023994767,1015.535222,20.32300691,clay,3.392,4.24,0,Urad
20.35130161,2.017797875,1014.893213,20.43216388,loamy,2.8,0,0,Gram
20.48955359,2.090403224,1015.409199,21.34473222,clay,2.898,2.898,0,Jowar
20.85251874,1.975412494,1015.554116,20.72887282,silt,0,0,0,Linseed
20.23539183,2.060773942,1015.141829,20.22256278,chalky,901.37,0,0,Maize
21.71965398,2.081251572,1015.565569,20.23080564,loamy,7.704,19.688,0,Other  Rabi pulses
21.54058348,2.051489561,1013.869014,21.29794432,loamy,50.568,0,0,Safflower
20.11855998,2.10165285,1013.278984,20.30671121,silty,8.22,8.22,0,Sunflower
21.84135244,2.021435741,1014.675794,20.64553384,sandy,0.465,0.465,0.465,Wheat
21.09334287,2.006528873,1015.822282,22.00968833,chalky,38.25,38.25,38.25,Groundnut
20.22803295,2.016106899,1013.398421,20.1029227,chalky,0,26.832,0,Maize
20.7262191,2.094364117,1014.330271,21.04581614,chalky,10.24,26.624,26.624,Sugarcane
20.84052679,1.981133675,1015.486424,21.54291528,peaty,41.496,110.656,55.328,Arhar/Tur
21.96689008,2.076232103,1014.352869,20.33686007,silt,7.84,7.84,0,Bajra
20.62837519,2.106007605,1013.814199,20.16245633,peaty,7.504,18.76,7.504,Castor seed
21.51716582,2.043334024,1015.907969,21.18836998,sandy,0,0,0,Cotton(lint)
20.11375128,2.026702572,1013.659078,21.55831793,sandy,2.896,3.62,0,Groundnut
20.48378251,2.075670598,1015.380852,21.09682585,peaty,3.15,0,0,Jowar
20.90723847,2.016788637,1014.898853,21.69417379,loamy,3.45,3.45,0,Maize
21.93424247,1.994799727,1014.766315,20.6208031,clay,0,0,0,Moong(Green Gram)
21.61298165,2.090093437,1014.530865,21.0175124,loamy,902.566,0,0,Niger seed
20.1254536,1.983306181,1014.025525,21.58993416,loamy,6.516,16.652,0,Other Kharif pulses
20.04666439,2.095041328,1013.856019,20.91190815,silt,59.22,0,0,Rice
21.17339814,2.033008068,1015.036921,20.26445985,silt,7.68,7.68,0,Sesamum
21.20270838,2.054084826,1013.342593,21.92980886,clay,3.255,3.255,3.255,Soyabean
21.35554827,2.062985319,1014.646278,20.12063088,chalky,38.25,38.25,38.25,Sunflower
20.27927358,2.107561043,1013.509985,21.51765603,silt,0,28.048,0,Gram
21.00463202,1.990290922,1015.00875,21.76487719,peaty,10.5,27.3,27.3,Jowar
21.21504224,2.047697918,1013.334133,20.21460887,silty,39.72,105.92,52.96,Linseed
21.25447786,2.01497477,1015.053218,22.04670575,clay,8.008,8.008,0,Maize
21.31189502,2.05186325,1014.509743,21.11785145,clay,5.824,14.56,5.824,Safflower
21.20220236,2.080219846,1015.745894,20.39690095,silty,0,0,0,Sunflower
21.86692317,2.074378466,1015.862798,21.75043684,peaty,3.008,3.76,0,Wheat
21.86555891,1.970665281,1013.739158,20.27554191,sandy,2.775,0,0,Groundnut
20.83609539,1.974929408,1013.06378,20.96429806,sandy,2.921,2.921,0,Maize
21.86955735,1.977226386,1014.694749,21.60415908,peaty,0,0,0,Sugarcane
21.18955415,1.992442491,1013.791465,20.70636428,clay,928.372,0,0,Arhar/Tur
21.84712848,2.035699435,1013.783084,20.50943988,sandy,6.93,17.71,0,Gram
21.65227479,2.101604539,1014.405851,20.94242623,loamy,52.08,0,0,Jowar
21.20016346,2.056148863,1015.17942,20.1272215,silt,8.6,8.6,0,Maize
20.9308901,2.072066672,1015.279867,20.04878526,sandy,2.16,2.16,2.16,Moong(Green Gram)
20.36122574,2.037607338,1015.835957,20.59903559,peaty,38.25,38.25,38.25,Pulses total
20.71703175,2.10778096,1014.759,20.85673525,chalky,0,20.08,0,Rice
20.51724311,2.095144201,1015.730361,20.71306482,chalky,3.13,8.138,8.138,Total foodgrain
21.79988913,2.03197783,1013.876207,22.01682802,silt,38.688,103.168,51.584,Urad
20.6926541,2.063517555,1013.847807,21.4702052,loamy,7.588,7.588,0,Jowar
20.98140545,2.092979652,1015.098263,21.70794361,silt,1.596,3.99,1.596,Other  Rabi pulses
21.52654105,1.977609998,1014.214266,20.12000567,clay,0,0,0,Wheat
21.63647153,2.07260945,1014.042019,20.88513082,silty,2.8,3.5,0,Rice
20.95011455,1.998603041,1014.2795,21.77815417,chalky,2.525,0,0,Arhar/Tur
21.42111902,2.036134423,1015.518064,21.75847163,silty,3.91,3.91,0,Castor seed
20.83945727,2.086464581,1015.759562,20.42854108,loamy,0,0,0,Groundnut
21.03799385,2.089652376,1015.966426,21.52442743,sandy,920.828,0,0,Maize
22.03940848,2.091944238,1014.928567,20.69905422,silty,7.992,20.424,0,Moong(Green Gram)
22.0411827,2.07765648,1015.052085,21.32212464,silt,40.908,0,0,Other Cereals & Millets
21.21260111,2.084687668,1015.277558,20.98818585,silt,7.66,7.66,0,Other Kharif pulses
21.27461227,2.043037917,1014.711557,20.89294912,clay,0.975,0.975,0.975,Rice
21.87157905,2.069126092,1014.651399,21.3606934,loamy,38.25,38.25,38.25,Sesamum
21.73977644,2.037585065,1015.613515,22.0121286,sandy,0,15.712,0,Soyabean
20.23958437,2.070015063,1013.971505,20.43387324,silty,3.61,9.386,9.386,Sugarcane
21.50703002,2.012607898,1013.511043,20.58629768,clay,37.704,100.544,50.272,Urad
22.01839438,2.009419164,1013.117602,21.33109895,silt,4.62,4.62,0,Gram
21.42276346,2.027616228,1015.047153,21.52943405,silty,2.422,6.055,2.422,Jowar
21.93376126,2.052718461,1014.134431,20.74014775,sandy,0,0,0,Linseed
21.21282221,2.019602499,1014.27406,21.99041117,silt,2.288,2.86,0,Other  Rabi pulses
20.10880186,2.075690509,1013.253801,21.6254823,peaty,2.1,0,0,Rapeseed &Mustard
20.1499974,2.088479932,1015.484817,21.70673703,silty,1.771,1.771,0,Safflower
20.12950534,2.017829859,1015.850275,20.54664436,peaty,0,0,0,Sesamum
20.88073122,2.033978177,1013.039196,20.06084488,loamy,890.974,0,0,Wheat
21.37471287,2.103504228,1013.224514,21.13396171,peaty,6.858,17.526,0,Groundnut
21.64113731,2.055072579,1013.634608,20.45547584,clay,27.195,0,0,Rice
22.00849497,2.109102543,1015.758172,21.13703171,silt,7.46,7.46,0,Arhar/Tur
21.11982235,1.970117818,1014.91218,21.14928415,peaty,0.045,0.045,0.045,Castor seed
21.12679565,2.020241558,1013.10081,22.02853484,loamy,38.25,38.25,38.25,Groundnut
20.85901597,1.974237822,1013.366707,21.04840745,silty,0,10.368,0,Moong(Green Gram)
20.35052481,2.073611583,1013.774036,21.4159722,loamy,5.3,13.78,13.78,Other Kharif pulses
20.10781791,2.044566493,1013.754073,21.72093467,chalky,36.84,98.24,49.12,Rice
20.06225877,2.084498143,1014.976739,20.82873409,sandy,3.276,3.276,0,Sesamum
20.71064364,2.062547462,1014.302666,20.13203085,sandy,1.288,3.22,1.288,Soyabean
21.31615834,2.105956216,1014.799835,20.70459947,chalky,0,0,0,Urad
20.51395863,2.094850093,1014.451034,21.10199757,loamy,0,0,0,Gram
20.02341706,2.020894683,1015.220697,21.86090237,sandy,1.325,0,0,Jowar
21.36707594,1.982042683,1015.596289,20.9405109,sandy,5.98,5.98,0,Linseed
21.78315871,2.109400039,1015.419463,21.71179014,clay,0,0,0,Other  Rabi pulses
20.21794024,2.085316359,1013.622506,20.71422885,silty,740.002,0,0,Rapeseed &Mustard
21.51839146,2.004946452,1014.49953,21.94323561,sandy,32.508,83.076,0,Safflower
20.79100447,2.047018408,1013.572666,21.38486548,loamy,7.371,0,0,Sesamum
20.78141894,1.995993008,1015.845869,21.69165062,peaty,16.82,16.82,0,Wheat
20.60132527,2.013885636,1015.333076,20.48267255,silt,5.7,5.7,5.7,Groundnut
20.52363755,2.09269936,1014.172034,21.98848378,silt,0,0,0,Rice
21.15655781,1.982844985,1014.940611,20.95590512,silty,0,36,0,Sugarcane
20.17933414,2.056147145,1014.978463,20.95351307,loamy,6.68,17.368,17.368,Arhar/Tur
20.12032304,2.107062565,1015.617621,20.52020436,sandy,7.656,20.416,10.208,Castor seed
20.35864257,2.091154894,1013.092369,20.02840458,silt,1.148,1.148,0,Groundnut
21.69337132,2.036281207,1014.641296,20.03955625,sandy,0,0,0,Moong(Green Gram)
20.02591711,1.996679149,1015.078286,21.51471825,sandy,0,0,0,Other Kharif pulses
21.19603546,2.07141152,1015.044863,20.02902131,sandy,0.224,0.28,0,Rice
21.68779932,1.981194741,1015.34049,20.48419782,clay,0.5,0,0,Sesamum
20.09904035,2.029849589,1015.869664,20.04067393,chalky,0,0,0,Small millets
20.28041703,2.106489067,1015.437846,20.601888,chalky,598.552,0,0,Soyabean
21.97205595,2.044557421,1014.016379,21.51821373,silty,7.182,18.354,0,Urad
20.65733368,2.023155597,1013.891144,21.85496949,peaty,35.742,0,0,Gram
21.62629736,2.070906005,1014.895393,20.08125192,chalky,8.74,8.74,0,Jowar
20.71986708,2.091246306,1015.891824,21.636312,clay,0.615,0.615,0.615,Linseed
20.42817963,2.056670483,1014.639066,21.56957333,silty,38.25,38.25,38.25,Other  Rabi pulses
21.26097506,2.0097616,1013.703024,21.3548772,clay,0,3.104,0,Rapeseed &Mustard
21.96687632,1.997214678,1013.696905,21.46160613,silt,4.53,11.778,11.778,Sesamum
22.03099557,2.013427211,1013.018717,20.45154143,silty,39.204,104.544,52.272,Wheat
22.00403052,2.017248125,1015.764923,21.26637682,silt,4.284,4.284,0,Groundnut
21.71432443,2.090446074,1015.969025,22.00402298,silt,0,0,0,Rice
20.52146011,2.062203822,1014.273533,22.02563195,silt,1.501,1.501,1.501,Sugarcane
20.73049026,2.08591134,1014.760841,20.41272207,silty,1.728,2.16,0,Arhar/Tur
20.44426099,2.02416666,1013.742919,20.47046374,loamy,2.65,0,0,Castor seed
20.56442645,2.027273987,1015.669612,20.91761468,clay,3.496,3.496,0,Moong(Green Gram)
20.93331012,2.007513609,1014.914638,20.46185783,peaty,0,0,0,Rice
21.42277469,1.98372534,1015.435476,21.90354575,sandy,834.164,0,0,Sesamum
21.05219751,2.052335991,1013.811531,20.53522292,peaty,4.068,10.396,0,Small millets
21.92713638,2.061906498,1013.67519,20.09931534,silt,49.329,0,0,Soyabean
21.94497179,2.083881164,1015.413074,22.05480962,chalky,6.38,6.38,0,Urad
21.64410738,2.083626738,1014.082616,21.51488541,clay,0.825,0.825,0.825,Gram
21.42651074,2.04964573,1013.247062,20.83126697,silty,38.25,38.25,38.25,Jowar
21.14983904,2.096387335,1013.944746,21.21467477,silty,0,5.184,0,Linseed
21.59664422,2.109875761,1014.402248,21.78854843,peaty,2.08,5.408,5.408,Other  Rabi pulses
20.95406696,1.995926346,1014.203551,20.54745976,clay,22.572,60.192,30.096,Rapeseed &Mustard
20.18364976,2.085529211,1013.925524,21.97713149,clay,8.876,8.876,0,Sesamum
20.85354945,1.986640994,1013.986185,20.72563932,peaty,0,0,0,Wheat
21.70804762,2.001067865,1013.151963,20.14893171,clay,0,0,0,Rice
20.38896573,2.041203034,1014.76687,21.3419483,loamy,1.6,2,0,Sugarcane
20.23457031,1.974871974,1014.991719,21.42355606,loamy,1.775,0,0,Arhar/Tur
20.69319218,2.070748261,1015.54558,20.84231799,silty,2.484,2.484,0,Castor seed
21.31293573,2.084507377,1014.713082,20.10667966,clay,0,0,0,Groundnut
21.18736443,1.990989776,1015.297288,21.23999623,loamy,843.64,0,0,Jowar
21.8231272,1.994195385,1014.25204,20.40195201,chalky,6.39,16.33,0,Maize
20.5554881,2.038116445,1014.7988,20.18464597,loamy,50.673,0,0,Moong(Green Gram)
20.61646993,2.062701682,1014.729821,21.05509675,chalky,8.54,8.54,0,Other Kharif pulses
21.26009356,2.067077869,1015.6851,20.28331433,clay,2.535,2.535,2.535,Rice
20.19645607,2.04135724,1013.652413,20.78821244,peaty,38.25,38.25,38.25,Sesamum
21.15426883,2.027287484,1013.314705,20.19926255,silty,0,25.136,0,Small millets
21.90378055,1.996886751,1014.271005,22.07182603,clay,7.36,19.136,19.136,Soyabean
21.42254447,2.07022252,1015.017556,22.05111878,sandy,16.008,42.688,21.344,Urad
20.57839441,2.085091383,1013.634512,20.95660418,clay,6.44,6.44,0,Gram
21.16924014,2.026942084,1013.375083,21.68749188,chalky,3.304,8.26,3.304,Jowar
21.37935214,2.0622005,1013.191878,21.20907295,loamy,0.152,0.152,0.152,Linseed
20.58093301,1.992872109,1015.734273,20.69295191,loamy,4,5,0,Other  Rabi pulses
20.97157622,2.109607904,1015.200178,21.95072254,silt,1.5,0,0,Rapeseed &Mustard
20.59443229,1.988644134,1013.12263,20.47015232,loamy,10.58,10.58,0,Sesamum
20.94869312,2.024861793,1015.562674,21.12379659,peaty,0,0,0,Wheat
22.02127021,1.984972025,1014.076884,20.36255587,clay,906.844,0,0,Groundnut
21.82166602,1.992195531,1015.725031,21.21998334,chalky,6.21,15.87,0,Rice
21.43157878,1.992235368,1013.861073,20.08708483,loamy,71.064,0,0,Sugarcane
20.09223158,2.035860862,1014.768738,20.5500143,silty,8.46,8.46,0,Arhar/Tur
20.81571873,2.068308167,1014.544603,20.62641701,silty,1.95,1.95,1.95,Groundnut
22.0416879,2.02498933,1014.57989,21.55619756,sandy,38.25,38.25,38.25,Jowar
21.91852953,1.983833436,1013.197391,21.12625005,clay,0,14.128,0,Maize
20.24836941,2.0749417,1015.592624,20.14710146,chalky,10.09,26.234,26.234,Moong(Green Gram)
20.76608928,2.047505337,1013.261892,21.77822139,silt,38.892,103.712,51.856,Rice
21.32597147,2.003264901,1015.560537,20.24906047,clay,5.096,5.096,0,Sesamum
21.61821609,1.993924764,1015.223463,20.1562672,silty,0,0,0,Soyabean
21.72289349,2.064212959,1013.168806,20.8895941,loamy,0,0,0,Urad
21.09774651,2.043876528,1014.500705,21.97960155,loamy,3.84,4.8,0,Gram
21.12534577,2.012708239,1013.062853,22.03389554,silty,2.775,0,0,Jowar
20.44744928,2.013386406,1015.872888,20.77961257,peaty,4.531,4.531,0,Linseed
21.04850811,2.06046385,1014.001212,21.15653433,sandy,0,0,0,Other  Rabi pulses
21.66074584,1.98265615,1013.533854,20.38169963,silt,916.136,0,0,Rapeseed &Mustard
20.16426529,2.105079298,1015.00695,20.63469841,silty,9.63,24.61,0,Sesamum
